R_Height,R_Weight,R_Reach,R_Stance,R_age,R_SLpM,R_Str_Acc,R_SApM,R_Str_Def,R_TD_Avg,R_TD_Acc,R_TD_Def,R_Sub_Avg,B_Height,B_Weight,B_Reach,B_Stance,B_age,B_SLpM,B_Str_Acc,B_SApM,B_Str_Def,B_TD_Avg,B_TD_Acc,B_TD_Def,B_Sub_Avg,R_hist_sig_str_avg,R_hist_td_avg,R_hist_ctrl_avg,R_hist_sig_str_pct_avg,R_hist_td_pct_avg,R_hist_won_avg,R_hist_fights_before,B_hist_sig_str_avg,B_hist_td_avg,B_hist_ctrl_avg,B_hist_sig_str_pct_avg,B_hist_td_pct_avg,B_hist_won_avg,B_hist_fights_before,date,target
73.0,185.0,77.0,Southpaw,32.219028062970565,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,66.0,185.0,70.0,Orthodox,30.732375085557837,4.74,0.47,5.17,0.5,4.98,0.52,0.0,0.0,23.11111111111111,1.4444444444444444,,47.22222222222222,28.428571428571427,0.5555555555555556,9,99.0,3.0,,50.0,20.0,0.5,2,2020-03-07,1
71.0,170.0,76.0,Orthodox,32.04106776180698,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,71.0,170.0,76.0,Orthodox,34.26967830253251,4.14,0.48,3.94,0.56,1.7,0.51,0.66,0.5,27.625,1.8125,,50.3125,34.61538461538461,0.5625,16,54.375,1.625,,47.875,39.0,0.375,8,2020-03-07,1
75.0,249.0,78.0,Orthodox,34.30527036276523,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1,75.0,260.0,78.0,Orthodox,25.097878165639973,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3,44.77777777777778,1.2222222222222223,,55.666666666666664,61.666666666666664,0.4444444444444444,9,12.0,3.0,,43.5,75.0,0.5,2,2020-02-29,1
73.0,205.0,75.0,Southpaw,26.209445585215605,5.1,0.39,3.37,0.48,2.41,0.71,0.8,0.0,75.0,205.0,75.0,Orthodox,27.742642026009584,3.41,0.53,1.78,0.65,1.18,0.33,0.85,0.0,43.142857142857146,1.4285714285714286,,51.714285714285715,41.25,0.5714285714285714,7,36.25,0.5,,53.5,33.0,0.75,4,2020-02-29,0
66.0,145.0,68.0,Orthodox,29.251197809719372,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,68.0,145.0,72.0,Orthodox,33.215605749486656,1.98,0.45,6.61,0.39,0.0,0.0,0.5,0.0,30.0,0.5,,57.0,25.0,0.5,2,2.0,0.0,,40.0,,0.0,1,2020-02-29,1
70.0,145.0,72.0,Switch,26.023271731690624,3.4,0.48,2.1,0.51,3.44,0.34,0.4,1.6,67.0,145.0,69.0,Orthodox,29.83983572895277,3.24,0.7,1.4,0.43,3.0,0.62,0.6,3.6,42.0,4.5,,46.0,42.0,1.0,2,,,,,,,0,2020-02-29,1
74.0,185.0,75.0,Orthodox,24.17248459958932,3.55,0.59,4.57,0.39,1.17,0.37,0.5,2.0,75.0,185.0,73.0,Southpaw,28.427104722792606,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,10.0,2.0,,45.0,66.0,1.0,1,33.2,0.0,,54.4,0.0,0.8,5,2020-02-29,1
66.0,135.0,71.0,Orthodox,25.51129363449692,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,68.0,135.0,72.0,Orthodox,24.71731690622861,5.32,0.46,3.04,0.61,2.88,0.63,0.71,0.4,8.0,1.0,,50.0,16.0,0.0,1,,,,,,,0,2020-02-29,0
64.0,125.0,65.0,Southpaw,35.58110882956879,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,65.0,125.0,68.0,Orthodox,32.199863107460644,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4,46.0,1.3333333333333333,,36.55555555555556,33.583333333333336,0.8333333333333334,18,26.428571428571427,1.2857142857142858,,53.714285714285715,43.857142857142854,0.8571428571428571,7,2020-02-29,0
72.0,145.0,72.0,Orthodox,30.04791238877481,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,67.0,135.0,67.0,Orthodox,29.412731006160165,5.35,0.55,2.65,0.72,2.43,0.42,1.0,0.0,10.5,0.25,,45.5,50.0,0.5,4,,,,,,,0,2020-02-29,1
70.0,145.0,73.0,Southpaw,30.001368925393567,2.6,0.46,3.18,0.48,0.78,0.23,0.42,1.8,69.0,145.0,72.0,Switch,29.7741273100616,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,46.5,0.5,,47.0,50.0,0.0,2,,,,,,,0,2020-02-29,1
70.0,170.0,72.0,Orthodox,27.266255989048595,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2,70.0,170.0,74.0,Orthodox,23.531827515400412,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,119.0,2.0,,56.0,66.0,1.0,1,51.0,1.6666666666666667,,54.333333333333336,66.66666666666667,0.6666666666666666,3,2020-02-29,1
72.0,145.0,78.0,Switch,30.442162902121833,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0,68.0,145.0,71.0,Switch,26.817248459958932,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,,,,,,,0,,,,,,,0,2020-02-29,0
75.0,155.0,75.0,Southpaw,26.652977412731005,3.26,0.47,2.74,0.5,1.37,0.33,0.45,1.4,72.0,155.0,75.0,Southpaw,27.772758384668034,4.31,0.55,2.52,0.36,0.61,0.25,1.0,0.6,44.2,1.0,,41.4,58.8,0.6,5,,,,,,,0,2020-02-29,1
74.0,205.0,74.0,Orthodox,23.969883641341546,4.36,0.57,2.31,0.54,4.33,0.75,0.6,2.4,72.0,205.0,74.0,Southpaw,24.999315537303218,4.83,0.56,2.91,0.69,1.05,0.66,0.35,0.0,17.333333333333332,0.3333333333333333,,49.0,100.0,0.6666666666666666,3,33.75,0.5,,62.0,66.0,0.5,4,2020-02-22,1
71.0,155.0,70.0,Orthodox,35.827515400410675,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,72.0,155.0,75.0,Switch,30.023271731690624,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,42.69230769230769,0.23076923076923078,,45.46153846153846,25.0,0.6923076923076923,13,41.23076923076923,0.23076923076923078,,47.23076923076923,19.8,0.6923076923076923,13,2020-02-22,0
75.0,155.0,77.0,Southpaw,24.76659822039699,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8,70.0,155.0,73.0,Orthodox,25.749486652977414,2.52,0.38,4.3,0.48,0.0,0.0,1.0,0.0,25.0,0.0,,45.0,,0.3333333333333333,3,,,,,,,0,2020-02-22,1
63.0,115.0,64.0,Orthodox,34.35455167693361,5.27,0.39,5.65,0.56,0.1,0.12,0.75,0.1,65.0,115.0,63.0,Orthodox,30.68583162217659,6.42,0.42,3.63,0.63,1.0,0.75,0.75,0.0,75.2,0.1,,38.0,12.5,0.5,10,102.75,0.25,,39.5,50.0,1.0,4,2020-02-22,0
72.0,265.0,72.0,Southpaw,30.20123203285421,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,73.0,253.0,75.0,Orthodox,34.6611909650924,3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7,26.0,0.0,,26.0,,0.0,1,15.88888888888889,0.3333333333333333,,57.55555555555556,60.0,0.5555555555555556,9,2020-02-22,0
67.0,155.0,71.0,Orthodox,28.396988364134156,4.36,0.5,2.62,0.53,1.0,0.37,0.6,0.0,68.0,155.0,71.0,Orthodox,31.5564681724846,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,91.0,1.0,,59.0,100.0,1.0,1,16.5,0.0,,62.5,0.0,0.75,4,2020-02-22,1
67.0,155.0,73.0,Orthodox,31.457905544147845,3.69,0.37,4.47,0.53,0.19,0.25,0.87,0.0,68.0,145.0,68.0,Orthodox,29.10335386721424,2.54,0.38,2.53,0.63,2.54,0.46,1.0,0.0,59.0,0.3333333333333333,,35.0,50.0,0.6666666666666666,3,29.4,2.6,,36.4,65.5,0.6,5,2020-02-22,0
71.0,170.0,73.0,Orthodox,25.51129363449692,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,71.0,170.0,74.0,Switch,31.50718685831622,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,32.75,1.4166666666666667,,44.833333333333336,41.36363636363637,0.6666666666666666,12,33.666666666666664,0.3333333333333333,,37.666666666666664,50.0,0.3333333333333333,3,2020-02-22,1
61.0,115.0,61.0,Orthodox,24.095824777549623,5.16,0.55,3.09,0.59,0.67,0.25,0.72,0.0,63.0,115.0,64.0,Orthodox,35.110198494182065,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1,99.0,1.0,,65.0,16.0,1.0,1,75.07692307692308,0.38461538461538464,,48.0,54.714285714285715,0.46153846153846156,13,2020-02-22,0
64.0,125.0,69.0,Orthodox,26.910335386721425,5.02,0.39,3.84,0.66,0.53,0.23,0.86,0.0,67.0,125.0,68.0,Orthodox,36.380561259411365,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0,79.25,0.75,,41.0,64.0,0.75,4,40.0,0.0,,23.0,,0.0,1,2020-02-22,1
72.0,170.0,72.0,Orthodox,35.70431211498973,3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0,72.0,170.0,71.0,Orthodox,29.95482546201232,4.39,0.46,4.37,0.54,0.0,0.0,0.5,0.0,25.5,1.5,,62.5,37.5,0.5,2,41.25,0.0,,57.5,,0.75,4,2020-02-22,0
67.0,135.0,65.0,Orthodox,31.509924709103355,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0,66.0,125.0,69.0,Orthodox,30.899383983572896,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,48.666666666666664,0.0,,31.333333333333332,0.0,0.0,3,45.0,0.3333333333333333,,33.666666666666664,25.0,0.3333333333333333,3,2020-02-22,1
74.0,170.0,75.0,Orthodox,35.98631074606434,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,73.0,170.0,74.0,Southpaw,33.125256673511295,7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3,46.3,0.55,,50.95,45.833333333333336,0.55,20,,,,,,,0,2020-02-15,0
69.0,155.0,71.0,Orthodox,27.923340177960302,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4,70.0,155.0,75.0,Orthodox,32.440793976728266,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,49.0,1.0,,40.75,46.42857142857143,0.25,8,29.23076923076923,0.07692307692307693,,33.69230769230769,33.333333333333336,0.46153846153846156,13,2020-02-15,1
72.0,155.0,73.0,Southpaw,28.197125256673512,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,68.0,155.0,71.0,Southpaw,34.502395619438744,1.84,0.49,1.16,0.54,0.79,0.33,0.25,0.0,,,,,,,0,20.0,0.0,,47.0,0.0,0.0,1,2020-02-15,1
67.0,125.0,68.0,Orthodox,25.00205338809035,2.85,0.36,3.39,0.45,2.14,0.28,0.57,1.2,66.0,125.0,69.0,Orthodox,33.70294318959617,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,24.25,1.75,,36.25,35.666666666666664,0.75,4,33.25,1.25,,40.25,51.5,0.5,4,2020-02-15,1
65.0,125.0,67.0,Orthodox,27.808350444900753,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6,64.0,135.0,63.0,Orthodox,26.532511978097194,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,24.0,1.5,,52.0,36.5,1.0,2,18.1,3.5,,52.3,57.3,0.6,10,2020-02-15,0
70.0,170.0,72.0,Southpaw,38.12457221081451,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,73.0,170.0,73.0,Orthodox,26.360027378507873,3.74,0.54,2.84,0.58,1.76,0.7,1.0,0.5,33.6,1.2,,41.833333333333336,32.46153846153846,0.6,30,19.0,1.0,,48.0,40.0,0.5,2,2020-02-15,1
75.0,205.0,79.0,Orthodox,30.39835728952772,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,74.0,205.0,78.0,Orthodox,36.97467488021903,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2,50.714285714285715,3.7857142857142856,,47.857142857142854,49.0,0.7142857142857143,14,43.61538461538461,1.0,,51.38461538461539,54.6,0.6153846153846154,13,2020-02-15,0
63.0,135.0,66.0,Orthodox,35.38672142368241,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,66.0,140.0,69.0,Orthodox,26.77344284736482,6.28,0.46,4.36,0.53,1.29,0.46,0.75,0.9,45.06666666666667,0.7333333333333333,,42.13333333333333,29.083333333333332,0.6,15,41.333333333333336,1.3333333333333333,,41.333333333333336,66.0,1.0,3,2020-02-15,1
68.0,155.0,71.0,Southpaw,36.46269678302532,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,69.0,155.0,69.0,Orthodox,36.37782340862423,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2,27.09090909090909,1.1515151515151516,,38.696969696969695,52.22222222222222,0.6060606060606061,33,61.22222222222222,2.2222222222222223,,51.55555555555556,57.625,0.6666666666666666,9,2020-02-15,0
72.0,205.0,75.0,Orthodox,29.845311430527037,3.33,0.57,2.43,0.48,2.7,0.36,0.76,0.1,75.0,205.0,79.0,Orthodox,33.765913757700204,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,33.75,2.125,,54.875,40.0,0.5,8,20.5,0.0,,43.0,,0.0,2,2020-02-15,1
67.0,140.0,68.0,Southpaw,28.908966461327857,4.81,0.42,4.3,0.59,1.1,0.39,0.59,0.5,66.0,135.0,68.0,Orthodox,29.097878165639973,3.91,0.39,2.08,0.61,7.71,0.43,0.8,0.3,37.5,2.0,,61.5,83.0,1.0,2,56.25,6.75,,39.5,47.75,0.5,4,2020-02-15,0
66.0,135.0,65.0,Orthodox,25.45927446954141,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,68.0,125.0,69.0,Orthodox,24.331279945242983,4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3,35.8,0.6,,41.0,26.666666666666668,0.4,5,35.0,0.0,,28.0,0.0,0.0,2,2020-02-15,0
71.0,135.0,72.0,Orthodox,28.555783709787818,4.16,0.49,2.17,0.46,0.98,0.21,0.64,0.5,67.0,135.0,65.0,Orthodox,28.985626283367555,3.05,0.57,5.28,0.45,0.0,0.0,0.54,0.0,29.5,0.0,,54.75,0.0,0.75,4,,,,,,,0,2020-02-15,1
65.0,125.0,66.0,Southpaw,31.923340177960302,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,69.0,125.0,68.0,Orthodox,31.1129363449692,4.22,0.34,4.23,0.63,0.27,0.15,0.51,0.5,51.77777777777778,2.2222222222222223,,56.77777777777778,69.0,0.7777777777777778,9,65.25,0.0,,31.75,0.0,0.75,8,2020-02-08,1
77.0,265.0,80.0,Orthodox,28.06297056810404,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,72.0,264.0,74.0,Southpaw,26.154688569472963,5.33,0.59,4.6,0.46,0.0,0.0,1.0,0.0,56.666666666666664,0.6666666666666666,,48.0,50.0,0.3333333333333333,3,6.0,0.0,,66.0,,0.0,1,2020-02-08,0
72.0,185.0,74.0,Orthodox,27.50718685831622,3.26,0.56,1.88,0.62,1.37,0.8,0.79,0.3,74.0,170.0,73.0,Orthodox,33.68104038329911,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,37.5,1.5,,59.75,100.0,0.5,4,58.54545454545455,0.6363636363636364,,48.90909090909091,27.285714285714285,0.7272727272727273,11,2020-02-08,1
75.0,260.0,79.0,Orthodox,35.00068446269678,2.59,0.5,2.16,0.44,0.52,0.26,0.54,0.0,70.0,205.0,73.0,Orthodox,36.53388090349076,2.01,0.4,2.84,0.56,2.02,0.32,1.0,0.4,25.38888888888889,0.3333333333333333,,51.72222222222222,33.27272727272727,0.7222222222222222,18,17.0,0.9166666666666666,,46.90909090909091,44.75,0.5833333333333334,12,2020-02-08,1
65.0,125.0,67.0,Orthodox,36.53661875427789,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,66.0,125.0,69.0,Orthodox,30.989733059548254,5.58,0.49,3.83,0.65,1.67,0.45,0.57,0.5,51.285714285714285,0.8571428571428571,,38.57142857142857,30.0,0.42857142857142855,7,75.25,1.75,,53.5,38.25,0.75,4,2020-02-08,1
76.0,205.0,84.0,Orthodox,32.558521560574945,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,76.0,205.0,77.0,Southpaw,30.119096509240247,4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2,64.71428571428571,1.9047619047619047,,58.523809523809526,54.75,0.9047619047619048,21,32.5,0.16666666666666666,,58.333333333333336,25.0,1.0,6,2020-02-08,1
68.0,145.0,70.0,Orthodox,28.97741273100616,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,67.0,145.0,71.0,Orthodox,28.50924024640657,3.95,0.46,3.36,0.58,1.68,0.27,0.59,0.5,27.125,2.125,,41.5,55.333333333333336,0.75,8,39.4,1.4,,57.6,54.8,0.8,5,2020-02-08,0
71.0,170.0,72.0,Orthodox,29.481177275838466,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,72.0,170.0,77.0,Orthodox,25.861738535249827,4.39,0.45,2.95,0.44,0.0,0.0,0.0,0.0,52.0,0.0,,38.22222222222222,0.0,0.6666666666666666,9,,,,,,,0,2020-02-08,0
68.0,135.0,75.0,Southpaw,32.049281314168375,4.42,0.41,4.25,0.52,0.29,0.66,0.7,0.1,68.0,135.0,70.0,Southpaw,25.804243668720055,4.27,0.46,3.81,0.58,0.48,0.37,0.63,0.0,47.75,0.25,,37.0,50.0,0.5,4,50.0,0.6666666666666666,,48.333333333333336,50.0,0.6666666666666666,3,2020-02-08,1
67.0,135.0,66.0,Orthodox,25.861738535249827,3.33,0.48,2.42,0.68,1.21,0.3,0.87,0.0,69.0,135.0,69.0,Switch,26.60643394934976,5.71,0.45,4.78,0.54,0.48,0.33,0.7,0.0,31.0,1.0,,47.0,50.0,1.0,1,69.0,0.5,,41.0,50.0,0.5,2,2020-02-08,0
70.0,145.0,70.0,Orthodox,25.582477754962355,3.57,0.44,3.17,0.62,1.0,0.66,0.76,0.0,70.0,145.0,72.0,Switch,23.42778918548939,2.45,0.51,1.56,0.64,2.4,0.4,0.56,1.4,,,,,,,0,,,,,,,0,2020-02-08,0
76.0,265.0,80.0,Orthodox,28.933607118412045,3.59,0.53,1.7,0.57,6.64,0.54,0.33,0.0,76.0,238.0,77.0,Orthodox,35.98631074606434,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,35.3,4.5,,51.8,63.0,0.7,10,53.4,0.25,,52.15,50.0,0.75,20,2020-01-25,1
65.0,125.0,64.0,Orthodox,31.783709787816566,4.65,0.48,4.62,0.59,1.01,0.35,0.55,0.2,68.0,125.0,67.0,Orthodox,25.61806981519507,4.15,0.36,4.09,0.52,0.16,0.12,0.61,0.6,64.75,1.0,,50.5,43.333333333333336,0.5,4,61.833333333333336,0.16666666666666666,,38.833333333333336,6.666666666666667,0.3333333333333333,6,2020-01-25,1
75.0,185.0,79.0,Orthodox,28.725530458590008,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,75.0,205.0,79.0,Orthodox,33.70841889117043,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,49.5,0.0,,39.5,0.0,0.0,2,13.0,0.0,,43.0,,0.0,1,2020-01-25,1
66.0,125.0,69.0,Orthodox,30.21218343600274,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,66.0,125.0,65.0,Orthodox,27.8466803559206,4.62,0.47,3.08,0.61,2.92,0.45,0.87,1.3,26.0,0.5,,63.5,16.5,0.5,2,42.2,2.0,,48.6,51.0,0.8,5,2020-01-25,0
76.0,205.0,79.0,Southpaw,28.687200547570157,7.9,0.52,3.15,0.49,0.0,0.0,0.53,0.0,72.0,205.0,76.0,Orthodox,27.958932238193018,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,,,,,,,0,31.666666666666668,1.6666666666666667,,49.0,36.5,0.3333333333333333,3,2020-01-25,1
68.0,155.0,70.0,Southpaw,35.24709103353867,3.49,0.46,3.22,0.61,1.93,0.37,0.58,0.6,73.0,170.0,75.0,Southpaw,32.134154688569474,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,49.535714285714285,1.75,,45.67857142857143,36.0,0.6428571428571429,28,19.23076923076923,2.0,,41.92307692307692,49.916666666666664,0.6923076923076923,13,2020-01-25,0
70.0,135.0,75.0,Southpaw,27.753593429158112,3.77,0.55,1.5,0.56,4.15,0.77,0.66,0.2,68.0,135.0,69.0,Orthodox,25.82067077344285,1.13,0.42,3.0,0.32,2.0,0.25,0.34,1.0,38.666666666666664,1.6666666666666667,,55.0,87.5,0.6666666666666666,3,22.0,2.5,,47.5,31.0,0.5,2,2020-01-25,1
68.0,145.0,70.0,Southpaw,26.00684462696783,3.19,0.41,2.0,0.67,1.36,0.52,0.76,0.5,68.0,145.0,68.0,Orthodox,35.449691991786445,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,42.333333333333336,1.5,,36.833333333333336,56.25,1.0,6,42.78260869565217,2.9565217391304346,,51.869565217391305,33.77272727272727,0.6086956521739131,23,2020-01-25,1
66.0,135.0,66.0,Orthodox,39.3347022587269,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,67.0,135.0,65.0,Orthodox,37.869952087611225,2.76,0.57,3.7,0.44,0.71,0.33,0.5,0.1,17.6,1.7,,44.3,56.111111111111114,0.5,10,41.285714285714285,0.7142857142857143,,58.142857142857146,42.8,0.5714285714285714,7,2020-01-25,1
61.0,115.0,62.0,Orthodox,27.581108829568787,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,63.0,115.0,64.0,Orthodox,35.03353867214237,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1,59.333333333333336,0.3333333333333333,,48.0,100.0,0.6666666666666666,3,75.5,0.3333333333333333,,48.25,47.166666666666664,0.4166666666666667,12,2020-01-25,0
67.0,135.0,71.0,Orthodox,27.926078028747433,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,65.0,135.0,69.0,Orthodox,28.32580424366872,3.69,0.55,3.16,0.42,5.6,0.51,0.5,0.8,41.2,3.0,,39.6,38.25,0.6,5,,,,,,,0,2020-01-25,1
69.0,145.0,73.0,Orthodox,31.978097193702943,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,69.0,145.0,72.0,Orthodox,31.63586584531143,7.02,0.5,7.67,0.51,0.0,0.0,0.85,0.0,,,,,,,0,,,,,,,0,2020-01-25,1
70.0,155.0,72.0,Orthodox,32.97467488021903,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,69.0,155.0,74.0,Orthodox,34.997946611909654,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,37.294117647058826,0.47058823529411764,,48.35294117647059,36.0,0.5294117647058824,17,45.888888888888886,0.3333333333333333,,40.888888888888886,25.0,0.7777777777777778,9,2020-01-18,0
67.0,125.0,66.0,Southpaw,33.06776180698152,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1,66.0,125.0,67.0,Orthodox,27.274469541409992,3.37,0.55,2.65,0.56,2.75,0.28,0.64,0.0,41.63636363636363,3.3636363636363638,,49.36363636363637,60.72727272727273,0.36363636363636365,11,30.0,4.0,,47.0,36.0,0.0,1,2020-01-18,0
74.0,240.0,80.0,Orthodox,42.57905544147844,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,79.0,258.0,80.0,Orthodox,33.53867214236824,4.12,0.44,4.37,0.45,0.0,0.0,0.28,0.6,17.7,0.9,,45.9,35.4,0.6,10,31.0,0.0,,45.75,,0.75,4,2020-01-18,1
68.0,135.0,69.0,Southpaw,38.25325119780972,3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1,67.0,135.0,67.0,Orthodox,31.367556468172484,3.62,0.48,3.2,0.63,1.12,0.28,0.65,0.7,46.4,0.6,,44.5,62.5,0.5,10,48.54545454545455,1.0909090909090908,,47.63636363636363,45.81818181818182,0.6363636363636364,11,2020-01-18,1
69.0,155.0,74.0,Southpaw,31.512662559890487,5.32,0.49,4.54,0.54,0.7,0.55,0.67,0.0,73.0,155.0,73.0,Orthodox,36.80766598220397,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,47.63636363636363,0.45454545454545453,,49.72727272727273,45.0,0.8181818181818182,11,46.515151515151516,0.6666666666666666,,48.666666666666664,40.64,0.696969696969697,33,2020-01-18,1
67.0,125.0,69.0,Orthodox,37.31690622861054,3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,65.0,125.0,65.0,Switch,21.67008898015058,5.21,0.52,3.0,0.5,1.44,0.4,0.8,0.2,52.5,1.5,,30.333333333333332,38.333333333333336,0.3333333333333333,6,52.333333333333336,0.3333333333333333,,56.666666666666664,20.0,1.0,3,2020-01-18,1
71.0,145.0,74.0,Orthodox,29.56605065023956,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2,69.0,145.0,71.0,Orthodox,26.666666666666668,6.1,0.49,4.06,0.58,0.0,0.0,0.72,0.3,44.30769230769231,1.7692307692307692,,35.69230769230769,55.3,0.6153846153846154,13,43.333333333333336,0.0,,48.333333333333336,0.0,1.0,3,2020-01-18,0
66.0,145.0,66.0,Switch,33.4154688569473,3.92,0.39,5.47,0.53,1.0,0.25,0.59,0.7,67.0,145.0,73.0,Southpaw,28.024640657084188,4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9,40.166666666666664,0.6666666666666666,,45.166666666666664,34.8,0.5,6,,,,,,,0,2020-01-18,1
68.0,155.0,70.0,Southpaw,31.247091033538673,4.33,0.4,3.87,0.54,0.8,0.17,0.55,0.1,70.0,155.0,72.0,Southpaw,24.407939767282684,5.81,0.47,3.23,0.74,0.18,0.16,0.84,0.0,37.23076923076923,0.5384615384615384,,39.07692307692308,19.285714285714285,0.5384615384615384,13,66.25,0.25,,46.25,33.333333333333336,0.75,4,2020-01-18,1
73.0,205.0,74.0,Orthodox,24.314852840520192,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0,76.0,205.0,80.0,Orthodox,31.304585900068446,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,,,,,,,0,32.8,0.2,,30.0,50.0,0.6,5,2020-01-18,1
67.0,135.0,70.0,Orthodox,22.817248459958932,6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2,65.0,125.0,67.0,Southpaw,27.301848049281315,3.76,0.41,4.55,0.61,0.8,0.4,0.57,0.0,86.0,2.0,,53.5,100.0,0.5,2,53.666666666666664,0.3333333333333333,,39.5,23.333333333333332,0.6666666666666666,6,2020-01-18,1
70.0,145.0,70.0,Orthodox,28.698151950718685,5.32,0.51,6.38,0.53,0.41,0.2,0.5,0.0,69.0,145.0,69.0,Switch,24.06570841889117,4.79,0.45,4.11,0.61,0.0,0.0,0.47,0.7,30.6,0.2,,59.0,20.0,0.6,5,55.0,0.0,,37.0,,0.0,1,2019-12-21,0
74.0,205.0,75.0,Orthodox,30.253251197809718,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0.0,76.0,205.0,78.0,Orthodox,27.871321013004792,4.23,0.52,2.23,0.52,0.75,0.25,0.9,0.2,44.714285714285715,0.2857142857142857,,51.142857142857146,38.0,0.5714285714285714,7,45.75,0.75,,49.5,37.5,1.0,4,2019-12-21,1
